1.191183166503906250e+02,7.032810668945312500e+02,1.593846130371093750e+02,7.445452270507812500e+02
9.027545166015625000e+01,9.803471069335937500e+02,1.236975402832031250e+02,1.017970886230468750e+03
2.198123931884765625e+02,3.137619323730468750e+02,2.502764739990234375e+02,3.437882080078125000e+02
2.314822540283203125e+02,1.420022583007812500e+03,2.597149353027343750e+02,1.454972656250000000e+03
0.000000000000000000e+00,9.723746948242187500e+02,2.827413940429687500e+01,1.021573974609375000e+03
4.195063781738281250e+01,3.298625488281250000e+02,7.342745971679687500e+01,3.630436401367187500e+02
1.486656036376953125e+02,1.193617553710937500e+03,1.875162200927734375e+02,1.240840698242187500e+03
5.433527374267578125e+01,2.952277221679687500e+02,9.341204833984375000e+01,3.287636413574218750e+02
5.522114562988281250e+01,3.711752014160156250e+02,9.267807006835937500e+01,4.131131591796875000e+02
1.144768981933593750e+02,1.496956787109375000e+03,1.472641601562500000e+02,1.529635009765625000e+03
5.465012741088867188e+01,2.596719360351562500e+02,1.064398880004882812e+02,3.031622314453125000e+02
5.507651138305664062e+01,7.453907470703125000e+02,9.287227630615234375e+01,7.786558837890625000e+02
9.147063446044921875e+01,1.451434814453125000e+03,1.259128723144531250e+02,1.486116455078125000e+03
2.302015075683593750e+02,1.080065063476562500e+03,2.597087402343750000e+02,1.125553833007812500e+03
8.863402557373046875e+01,4.948572082519531250e+02,1.241470031738281250e+02,5.281268310546875000e+02
1.267411956787109375e+02,6.589272460937500000e+02,1.609281158447265625e+02,6.910294799804687500e+02
1.337074127197265625e+02,1.117424194335937500e+03,1.743088378906250000e+02,1.153295288085937500e+03
1.241628112792968750e+02,1.077563232421875000e+03,1.611740570068359375e+02,1.112379760742187500e+03
7.584265136718750000e+01,6.373566894531250000e+02,1.114887161254882812e+02,6.741168212890625000e+02
7.710041046142578125e+01,4.374963684082031250e+02,1.107588500976562500e+02,4.711179199218750000e+02
7.981493377685546875e+01,1.187145996093750000e+03,1.128986434936523438e+02,1.222809326171875000e+03
1.354627380371093750e+02,1.607777343750000000e+03,1.770267181396484375e+02,1.650132202148437500e+03
2.120795440673828125e+02,2.201170196533203125e+02,2.497325439453125000e+02,2.573518066406250000e+02
1.269719848632812500e+02,9.503092651367187500e+02,1.579283142089843750e+02,9.844432983398437500e+02
2.061142883300781250e+02,2.538219757080078125e+02,2.402443389892578125e+02,2.871575622558593750e+02
1.217022628784179688e+02,1.672327514648437500e+03,1.594739227294921875e+02,1.711223144531250000e+03
8.153794097900390625e+01,8.285835571289062500e+02,1.159797058105468750e+02,8.629600219726562500e+02
2.021672515869140625e+02,1.605497741699218750e+02,2.388791046142578125e+02,1.951219940185546875e+02
2.289282989501953125e+02,9.097933349609375000e+02,2.597149353027343750e+02,9.423467407226562500e+02
0.000000000000000000e+00,1.576875000000000000e+03,3.312981796264648438e+01,1.613853271484375000e+03
1.164206390380859375e+02,1.128391113281250000e+03,1.516567535400390625e+02,1.161559814453125000e+03
0.000000000000000000e+00,1.207138793945312500e+03,3.115573883056640625e+01,1.241449096679687500e+03
2.252630157470703125e+02,4.814492492675781250e+02,2.551918334960937500e+02,5.141157836914062500e+02
1.022123489379882812e+02,5.319390258789062500e+02,1.311602630615234375e+02,5.658381347656250000e+02
2.135355377197265625e+02,3.632627563476562500e+02,2.431566009521484375e+02,3.952448425292968750e+02
1.957410430908203125e+02,1.486026489257812500e+03,2.255074920654296875e+02,1.517106445312500000e+03
1.561975860595703125e+02,1.438030395507812500e+03,1.926562805175781250e+02,1.466637695312500000e+03
6.613328552246093750e+01,2.015699958801269531e+01,9.973357391357421875e+01,4.997117233276367188e+01
1.765081787109375000e+02,1.767832946777343750e+02,2.059770507812500000e+02,2.083987274169921875e+02
2.329071617126464844e+01,1.631952026367187500e+03,5.249586486816406250e+01,1.662531250000000000e+03
2.178105010986328125e+02,4.146583862304687500e+02,2.521664886474609375e+02,4.443989868164062500e+02
1.901169738769531250e+02,4.683447875976562500e+02,2.237815093994140625e+02,4.970425720214843750e+02
1.910160675048828125e+02,1.555478515625000000e+03,2.211067047119140625e+02,1.586298706054687500e+03
2.357244873046875000e+02,1.038408813476562500e+03,2.597149353027343750e+02,1.074966430664062500e+03
7.317555999755859375e+01,1.578804443359375000e+03,1.072862625122070312e+02,1.605936645507812500e+03
8.536825561523437500e+01,1.539233276367187500e+03,1.152937622070312500e+02,1.569283325195312500e+03
0.000000000000000000e+00,1.033670410156250000e+03,2.343040657043457031e+01,1.071098754882812500e+03
1.219971923828125000e+02,1.265177246093750000e+03,1.495670928955078125e+02,1.298542724609375000e+03
8.471329498291015625e+01,3.518046264648437500e+02,1.124013519287109375e+02,3.813239440917968750e+02
2.350559387207031250e+02,2.786604003906250000e+02,2.597149353027343750e+02,3.182279357910156250e+02
2.358908386230468750e+02,7.573281860351562500e+02,2.597149353027343750e+02,7.973220214843750000e+02
1.050340957641601562e+02,1.048671752929687500e+03,1.350487823486328125e+02,1.078695800781250000e+03
2.417151832580566406e+01,4.366112060546875000e+02,5.979816055297851562e+01,4.627341613769531250e+02
1.264733695983886719e+01,1.160474975585937500e+03,4.171097564697265625e+01,1.191221191406250000e+03
1.343457794189453125e+02,6.124405517578125000e+02,1.648124847412109375e+02,6.427943725585937500e+02
1.576374816894531250e+02,3.083973083496093750e+02,1.890930633544921875e+02,3.375317993164062500e+02
1.487618408203125000e+02,1.522197631835937500e+03,1.778893585205078125e+02,1.552930786132812500e+03
1.376662292480468750e+02,7.592042846679687500e+02,1.661512756347656250e+02,7.936061401367187500e+02
1.033782501220703125e+02,9.280848999023437500e+02,1.317144470214843750e+02,9.614132690429687500e+02
1.419415187835693359e+01,2.146196899414062500e+02,4.517114257812500000e+01,2.434028625488281250e+02
2.025671691894531250e+02,5.423725585937500000e+02,2.351367950439453125e+02,5.690382690429687500e+02
1.961420440673828125e+02,1.220154785156250000e+03,2.236662292480468750e+02,1.252801879882812500e+03
5.729767608642578125e+01,5.150707397460937500e+02,8.381429290771484375e+01,5.491203002929687500e+02
5.518402457237243652e-01,1.645198974609375000e+03,2.699831771850585938e+01,1.680424072265625000e+03
0.000000000000000000e+00,1.259040039062500000e+03,1.982568931579589844e+01,1.302792480468750000e+03
2.081531677246093750e+02,2.395491180419921875e+02,2.422348480224609375e+02,2.761363220214843750e+02
-1.298574686050415039e+00,-1.298574686050415039e+00,-1.298574686050415039e+00,-1.298574686050415039e+00
-1.298574686050415039e+00,-1.298574686050415039e+00,-1.298574686050415039e+00,-1.298574686050415039e+00
-1.298574686050415039e+00,-1.298574686050415039e+00,-1.298574686050415039e+00,-1.298574686050415039e+00
-1.298574686050415039e+00,-1.298574686050415039e+00,-1.298574686050415039e+00,-1.298574686050415039e+00
-1.298574686050415039e+00,-1.298574686050415039e+00,-1.298574686050415039e+00,-1.298574686050415039e+00
-1.298574686050415039e+00,-1.298574686050415039e+00,-1.298574686050415039e+00,-1.298574686050415039e+00
-1.298574686050415039e+00,-1.298574686050415039e+00,-1.298574686050415039e+00,-1.298574686050415039e+00
-1.298574686050415039e+00,-1.298574686050415039e+00,-1.298574686050415039e+00,-1.298574686050415039e+00
-1.298574686050415039e+00,-1.298574686050415039e+00,-1.298574686050415039e+00,-1.298574686050415039e+00
-1.298574686050415039e+00,-1.298574686050415039e+00,-1.298574686050415039e+00,-1.298574686050415039e+00
-1.298574686050415039e+00,-1.298574686050415039e+00,-1.298574686050415039e+00,-1.298574686050415039e+00
