2.784832458496093750e+02,2.548683319091796875e+02,3.136068115234375000e+02,2.907361755371093750e+02
7.091943359375000000e+01,1.076517333984375000e+03,1.111915893554687500e+02,1.117680419921875000e+03
4.399542999267578125e+01,4.683378295898437500e+02,7.821919250488281250e+01,5.031378479003906250e+02
6.030377578735351562e+01,8.527517089843750000e+02,9.398336029052734375e+01,8.828734130859375000e+02
3.082034301757812500e+02,4.586984863281250000e+02,3.433038024902343750e+02,4.926962280273437500e+02
2.998215942382812500e+02,8.442170410156250000e+02,3.468114624023437500e+02,8.858523559570312500e+02
1.388689575195312500e+02,2.220390319824218750e+02,1.699127044677734375e+02,2.510227203369140625e+02
2.353862190246582031e+01,1.037210571289062500e+03,6.028966140747070312e+01,1.071586791992187500e+03
9.802314758300781250e+01,2.761149597167968750e+02,1.343302001953125000e+02,3.137941284179687500e+02
8.663570404052734375e+01,8.573529052734375000e+02,1.224922409057617188e+02,8.931661376953125000e+02
2.470050811767578125e+02,4.577511901855468750e+02,2.939551696777343750e+02,5.046256103515625000e+02
2.841277770996093750e+02,1.009721740722656250e+03,3.066458129882812500e+02,1.043322509765625000e+03
2.852066650390625000e+02,2.062647247314453125e+02,3.256369628906250000e+02,2.480810241699218750e+02
2.613556671142578125e+01,1.096072631835937500e+03,6.476247406005859375e+01,1.135060058593750000e+03
7.677112579345703125e+01,1.997260437011718750e+02,1.060903930664062500e+02,2.317548065185546875e+02
5.387731933593750000e+01,5.221838378906250000e+02,9.275370788574218750e+01,5.605502929687500000e+02
3.059401550292968750e+02,8.067754516601562500e+02,3.461335754394531250e+02,8.472984008789062500e+02
1.638166198730468750e+02,2.158496093750000000e+02,1.907890167236328125e+02,2.494505157470703125e+02
7.144544982910156250e+01,8.954265747070312500e+02,1.085940475463867188e+02,9.415857543945312500e+02
2.804171447753906250e+02,3.172119140625000000e+02,3.180200195312500000e+02,3.533562927246093750e+02
1.135945510864257812e+02,4.574207458496093750e+02,1.471130828857421875e+02,4.897668762207031250e+02
2.711456604003906250e+02,3.673025817871093750e+02,3.229244384765625000e+02,4.163132324218750000e+02
1.159077301025390625e+02,3.151914978027343750e+02,1.610456085205078125e+02,3.574756164550781250e+02
